,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,hours-per-week,native-country,class,net_capital,per-hour-income
22980,4,108328,15,10,4,1,1,50,39,0,6849,2
22981,7,83696,9,13,5,10,1,38,0,0,0,0
22982,4,204596,15,10,4,8,3,20,39,0,0,0
22983,0,32604,15,10,4,0,1,40,39,0,0,0
22984,4,193453,9,13,2,10,0,65,39,1,-1902,0
22985,4,148995,9,13,2,3,0,40,39,1,15024,7
22986,4,85041,15,10,4,4,3,20,39,0,0,0
22987,2,140851,11,9,2,8,0,40,39,1,0,0
22988,4,196280,9,13,4,12,1,30,39,0,0,0
22989,1,38973,9,13,5,1,4,40,39,0,0,0
22990,4,39182,11,9,2,12,0,40,39,0,0,0
22991,4,198841,12,14,2,4,0,40,39,1,0,0
22992,4,694812,15,10,4,3,1,40,39,0,0,0
22993,4,247444,15,10,2,7,0,40,27,0,0,0
22994,4,294270,6,5,2,14,0,35,39,0,0,0
22995,4,195820,11,9,2,14,0,40,39,1,0,0
22996,4,329426,12,14,4,4,1,37,39,0,0,0
22997,0,174871,15,10,4,0,3,23,39,0,0,0
22998,4,116103,15,10,4,4,1,50,39,0,0,0
22999,4,206903,9,13,4,6,4,35,39,0,0,0
23000,4,217577,11,9,6,7,4,40,39,0,0,0
23001,4,337693,4,3,4,8,3,40,8,0,0,0
23002,4,204501,9,13,2,4,0,55,39,1,0,0
23003,4,169186,11,9,4,7,3,60,39,0,0,0
23004,4,109421,9,13,2,10,0,55,39,0,0,0
23005,2,267893,7,12,2,3,0,40,39,1,7298,3
23006,4,200479,8,11,2,10,0,40,39,0,0,0
23007,2,221317,1,7,2,3,0,40,26,0,0,0
23008,6,132925,12,14,2,3,0,40,39,1,0,0
23009,0,283531,11,9,0,0,4,20,39,0,0,0
23010,4,170769,11,9,2,1,0,50,39,1,0,0
23011,5,186410,14,15,4,8,1,60,39,1,0,0
23012,5,307786,3,2,2,12,0,20,39,0,0,0
23013,4,380560,6,5,2,7,0,40,26,0,0,0
23014,2,147258,11,9,4,14,1,40,39,0,0,0
23015,4,212894,9,13,2,12,0,40,39,1,-1887,0
23016,4,124356,9,13,2,12,0,60,39,1,0,0
23017,4,98791,15,10,2,13,0,40,39,0,0,0
23018,4,216473,15,10,2,1,0,50,39,1,0,0
23019,0,135339,9,13,2,0,0,40,3,0,0,0
23020,4,107303,11,9,2,3,0,40,39,0,0,0
23021,4,152744,9,13,0,12,2,40,35,0,0,0
23022,6,100079,9,13,2,12,0,55,19,0,0,0
23023,4,117779,9,13,4,10,1,10,18,0,0,0
23024,4,197613,15,10,4,1,1,40,39,0,0,0
23025,4,411068,15,10,4,1,3,35,39,0,0,0
23026,4,192984,15,10,6,1,4,40,39,0,0,0
23027,4,66356,5,4,4,5,4,40,39,0,4865,2
23028,1,137184,7,12,0,4,4,50,39,1,0,0
23029,6,231105,15,10,2,7,0,35,39,1,0,0
23030,2,146586,11,9,4,8,3,60,39,0,0,0
23031,4,32406,9,13,4,10,1,50,39,0,0,0
23032,4,578701,9,13,2,4,0,40,0,0,0,0
23033,4,206777,11,9,4,6,2,40,39,0,0,0
23034,2,133495,11,9,4,10,3,40,39,0,0,0
23035,4,34722,15,10,0,14,1,48,39,1,0,0
23036,6,133299,7,12,2,14,0,40,39,0,0,0
23037,4,24967,11,9,4,5,3,47,39,0,0,0
23038,6,171968,11,9,5,14,1,70,39,0,0,0
23039,4,412156,15,10,4,1,3,40,39,0,0,0
23040,4,51290,12,14,2,10,0,50,39,1,0,0
23041,4,198265,15,10,2,13,0,40,39,1,3103,1
23042,4,293565,0,6,4,6,1,40,39,0,0,0
23043,4,226288,9,13,4,1,1,40,39,0,0,0
23044,5,110445,15,10,2,5,0,60,39,0,0,0
23045,4,160634,15,10,2,3,0,40,39,1,0,0
23046,4,174242,11,9,2,3,0,40,39,0,0,0
23047,4,390316,6,5,2,3,0,40,26,0,0,0
23048,4,298860,1,7,4,12,3,20,39,0,0,0
23049,4,171584,9,13,4,4,1,40,39,0,0,0
23050,6,232664,9,13,4,4,3,40,39,0,0,0
23051,4,63676,0,6,2,8,0,40,39,0,0,0
23052,4,170376,9,13,2,4,0,40,39,1,0,0
23053,6,175964,15,10,0,8,1,40,39,0,0,0
23054,1,422013,11,9,0,10,1,40,39,0,-3683,-1
23055,4,105813,9,13,2,10,0,48,39,1,0,0
23056,1,306707,11,9,4,1,4,12,39,0,0,0
23057,4,177543,11,9,0,1,4,28,39,0,0,0
23058,4,320277,9,13,2,4,0,40,39,0,0,0
23059,4,129495,15,10,5,1,4,40,39,0,0,0
23060,4,257042,11,9,0,3,4,40,39,0,1506,0
23061,4,275995,9,13,2,13,0,50,39,1,0,0
23062,0,86318,15,10,4,0,3,10,39,0,0,0
23063,4,280440,7,12,4,13,4,45,39,0,0,0
23064,4,371556,15,10,4,1,1,40,39,0,0,0
23065,4,408229,9,13,4,10,1,32,39,0,0,0
23066,4,149337,9,13,4,1,1,60,39,0,0,0
23067,4,209297,11,9,4,7,1,40,39,0,-2001,0
23068,4,355802,15,10,6,12,4,30,39,0,0,0
23069,4,165949,9,13,0,7,1,42,39,0,-1590,0
23070,6,112507,4,3,2,3,0,40,39,0,0,0
23071,4,462869,11,9,4,6,2,40,26,0,0,0
23072,4,413648,4,3,4,5,4,36,39,0,0,0
23073,4,29235,7,12,0,10,1,40,39,0,0,0
23074,4,149823,15,10,2,3,0,40,39,0,0,0
23075,4,39530,11,9,0,8,1,4,39,0,0,0
23076,4,197387,11,9,4,3,3,37,26,0,0,0
23077,2,255406,11,9,0,4,1,40,39,0,0,0
23078,4,43764,10,16,2,10,0,50,39,1,15024,5
23079,4,168322,11,9,2,14,0,60,39,0,0,0
23080,4,278322,8,11,2,4,0,40,39,1,0,0
23081,4,115813,7,12,5,1,4,57,39,0,0,0
23082,6,184456,11,9,2,8,0,80,22,0,3464,0
23083,4,289636,11,9,2,14,0,46,39,0,0,0
23084,4,101684,11,9,2,12,0,40,39,0,0,0
23085,4,133425,11,9,4,4,1,50,39,0,0,0
23086,4,349405,8,11,2,10,5,36,39,0,0,0
23087,4,124076,10,16,2,10,5,37,39,1,99999,51
23088,6,165968,8,11,6,4,1,30,39,0,0,0
23089,4,185099,9,13,2,10,0,48,39,1,0,0
23090,1,268281,7,12,0,1,4,40,39,0,0,0
23091,4,154949,11,9,6,7,1,40,39,0,0,0
23092,4,176711,11,9,0,8,3,40,39,0,0,0
23093,4,165064,15,10,2,12,0,40,39,0,0,0
23094,4,213750,8,11,4,8,1,45,39,0,0,0
23095,6,77132,15,10,4,12,1,55,39,0,0,0
23096,4,109667,15,10,4,8,3,40,39,0,0,0
23097,4,162164,11,9,2,3,0,44,39,0,0,0
23098,4,219591,0,6,2,3,0,50,39,0,0,0
23099,0,327462,0,6,0,0,1,40,39,0,0,0
23100,4,236943,6,5,0,5,1,20,39,0,0,0
23101,4,89226,9,13,2,12,0,40,39,1,0,0
23102,4,124751,15,10,4,1,3,24,39,0,0,0
23103,2,144122,12,14,0,10,1,40,39,1,0,0
23104,4,98769,9,13,4,12,1,45,39,0,0,0
23105,1,170066,8,11,4,13,1,40,39,0,0,0
23106,5,162439,11,9,2,4,0,98,39,1,0,0
23107,4,22900,11,9,0,8,1,40,39,0,0,0
23108,2,102130,15,10,2,3,0,40,39,0,0,0
23109,0,215743,1,7,4,0,3,40,39,0,0,0
23110,4,381583,15,10,2,3,0,45,39,1,0,0
23111,2,198277,2,8,4,6,1,40,39,0,0,0
23112,4,243178,11,9,4,6,3,28,39,0,0,0
23113,2,177305,9,13,2,10,0,38,39,0,0,0
23114,4,167149,15,10,4,12,3,25,39,0,0,0
23115,4,270872,11,9,4,3,2,40,0,0,594,0
23116,4,382368,15,10,4,1,1,40,11,0,0,0
23117,2,277144,9,13,4,10,3,60,39,0,0,0
23118,7,145651,15,10,4,12,3,12,39,0,-1602,-2
23119,4,171351,15,10,2,3,0,40,39,0,0,0
23120,4,265099,1,7,4,8,3,16,39,0,0,0
23121,4,105617,6,5,4,14,3,40,39,0,0,0
23122,2,217689,15,10,2,8,0,32,39,0,0,0
23123,0,81136,8,11,0,0,4,30,39,0,0,0
23124,6,73883,9,13,0,12,4,45,39,0,0,0
23125,4,339482,3,2,2,7,0,40,26,0,0,0
23126,4,326232,15,10,0,14,4,40,39,1,0,0
23127,4,106316,14,15,0,10,1,12,39,0,0,0
23128,2,198728,15,10,4,14,4,40,39,0,0,0
23129,1,126501,8,11,4,10,3,40,39,0,0,0
23130,4,233802,12,14,2,4,0,45,39,0,0,0
23131,6,204501,9,13,2,12,0,20,2,1,0,0
23132,4,208249,15,10,0,13,1,24,39,0,0,0
23133,4,188693,15,10,2,3,0,40,39,0,0,0
23134,5,93272,5,4,2,12,0,60,39,0,0,0
23135,4,159299,1,7,4,8,3,20,39,0,0,0
23136,0,303588,15,10,4,0,3,30,39,0,0,0
23137,4,35136,0,6,0,1,3,40,39,0,0,0
23138,4,139576,11,9,4,1,3,40,39,0,0,0
23139,4,252355,11,9,4,8,1,27,39,0,0,0
23140,6,83812,9,13,0,4,1,60,39,0,0,0
23141,4,89718,11,9,2,12,0,40,39,0,0,0
23142,4,222810,8,11,0,4,1,40,39,0,0,0
23143,4,456618,11,9,4,8,1,40,26,0,0,0
23144,4,296158,0,6,2,8,0,25,39,0,0,0
23145,4,162140,11,9,0,3,1,40,39,0,-2339,-1
23146,4,36601,15,10,4,8,4,35,39,0,0,0
23147,4,195337,15,10,4,7,1,40,39,0,0,0
23148,7,282721,15,10,4,8,1,12,39,0,0,0
23149,4,206049,15,10,2,14,0,40,39,0,0,0
23150,4,223392,11,9,4,6,3,15,39,0,0,0
23151,4,27821,8,11,2,14,0,40,39,0,2829,1
23152,4,131827,11,9,4,3,4,40,39,0,0,0
23153,4,549413,15,10,2,1,0,40,39,1,0,0
23154,4,69491,11,9,2,8,0,40,39,0,0,0
23155,2,193755,7,12,4,11,1,40,39,0,0,0
23156,4,598802,15,10,0,1,4,40,39,0,0,0
23157,2,259762,11,9,2,4,0,10,39,0,2290,4
23158,4,266255,11,9,4,12,3,40,39,0,0,0
23159,4,32954,8,11,0,10,1,36,39,0,0,0
23160,4,291808,11,9,0,11,1,40,39,0,0,0
23161,4,190728,11,9,0,10,4,40,39,0,0,0
23162,4,59184,7,12,4,1,1,45,39,0,0,0
23163,4,196456,12,14,4,10,1,40,39,0,0,0
23164,4,147989,15,10,2,13,0,50,39,1,0,0
23165,4,195784,2,8,0,6,4,40,39,0,0,0
23166,4,202214,7,12,4,1,1,10,39,0,0,0
23167,5,225165,11,9,2,4,0,40,39,0,0,0
23168,4,54825,11,9,4,12,1,40,39,0,0,0
23169,4,188905,4,3,5,7,1,40,26,0,0,0
23170,4,132636,1,7,4,14,3,16,39,0,0,0
23171,2,228320,5,4,0,8,1,40,39,0,0,0
23172,4,415500,15,10,2,7,0,40,39,1,0,0
23173,4,254247,2,8,4,1,3,38,0,0,0,0
23174,4,255635,4,3,2,7,0,40,26,0,0,0
23175,4,96080,6,5,5,3,4,40,39,0,0,0
23176,0,78181,11,9,4,0,3,20,39,0,0,0
23177,2,339547,14,15,2,1,0,40,25,1,0,0
23178,6,126500,5,4,2,12,0,40,33,0,0,0
23179,4,511289,11,9,4,5,1,99,39,0,2907,0
23180,4,159574,5,4,2,1,0,45,39,0,0,0
23181,4,224105,11,9,2,7,0,40,39,1,7298,3
23182,6,128105,11,9,2,5,0,35,39,0,0,0
23183,2,89508,11,9,2,3,0,40,39,1,0,0
23184,4,370242,15,10,2,3,0,40,39,0,0,0
23185,4,67257,9,13,6,4,1,55,39,0,0,0
23186,4,62952,11,9,4,3,3,40,39,0,0,0
23187,4,111058,15,10,4,1,1,40,39,0,-1980,0
23188,4,29235,15,10,4,1,2,20,39,0,0,0
23189,7,101119,1,7,2,14,0,40,39,0,0,0
23190,1,140516,12,14,2,10,0,40,39,1,0,0
23191,4,159888,9,13,4,12,1,60,39,1,0,0
23192,0,45643,15,10,4,0,3,25,39,0,0,0
23193,4,166371,15,10,4,13,3,60,39,0,0,0
23194,7,160910,10,16,2,10,0,45,39,0,0,0
23195,7,257064,15,10,2,1,0,38,39,0,0,0
23196,6,181307,14,15,2,10,0,65,39,1,15024,4
23197,4,83253,11,9,2,10,0,55,39,0,0,0
23198,4,128700,15,10,0,1,4,40,39,0,0,0
23199,4,243010,11,9,4,7,2,32,39,0,0,0
23200,6,37778,8,11,2,5,0,55,39,0,3103,1
23201,4,132320,9,13,4,4,3,45,39,0,0,0
23202,4,234755,11,9,5,3,4,40,39,0,0,0
23203,4,142616,11,9,5,8,3,30,39,0,0,0
23204,4,148509,11,9,4,8,1,40,39,0,0,0
23205,7,240738,11,9,2,3,0,40,39,1,0,0
23206,4,32276,11,9,4,3,3,28,39,0,0,0
23207,2,163921,5,4,2,14,0,40,39,0,0,0
23208,4,464103,11,9,4,1,1,50,39,0,0,0
23209,0,271346,9,13,2,0,0,60,39,1,15024,4
23210,2,327825,11,9,0,11,3,32,39,0,0,0
23211,4,267085,15,10,2,1,0,40,39,0,0,0
23212,4,266945,11,9,2,7,5,40,8,0,3137,1
23213,4,234663,11,9,4,6,3,30,39,0,0,0
23214,6,189123,11,9,2,3,0,50,39,0,5013,1
23215,4,104996,5,4,2,14,0,50,39,0,0,0
23216,4,101265,2,8,6,7,4,40,22,0,0,0
23217,4,184975,11,9,3,8,3,3,39,0,0,0
23218,4,246965,7,12,4,1,1,12,39,0,0,0
23219,4,227065,11,9,4,10,1,40,39,0,4650,2
23220,4,301867,9,13,0,1,1,24,30,0,0,0
23221,4,185948,15,10,4,12,3,35,39,0,0,0
23222,5,134854,11,9,2,4,0,40,39,1,0,0
23223,4,281030,8,11,2,12,0,40,39,0,4064,1
23224,4,126701,9,13,0,1,4,45,39,1,9562,4
23225,6,95949,9,13,2,3,0,50,39,0,0,0
23226,6,88528,7,12,0,4,4,99,39,0,0,0
23227,4,24723,0,6,0,4,1,45,39,0,0,0
23228,0,171411,6,5,0,0,1,40,39,0,0,0
23229,4,184581,11,9,2,7,0,40,39,0,0,0
23230,1,100067,15,10,6,8,4,40,39,0,0,0
23231,4,182863,9,13,2,4,0,50,39,1,0,0
23232,3,462294,15,10,4,0,3,40,39,0,0,0
23233,4,85434,11,9,2,14,0,40,39,0,0,0
23234,4,158092,9,13,0,12,1,30,39,0,0,0
23235,4,104844,15,10,4,12,3,15,39,0,0,0
23236,5,304570,9,13,2,7,0,40,0,1,7688,3
23237,0,89806,15,10,0,0,1,35,39,0,0,0
23238,4,106183,11,9,0,8,4,40,39,0,6849,3
23239,4,89347,1,7,4,7,1,40,39,0,0,0
23240,4,157236,15,10,3,6,4,40,31,0,0,0
23241,4,261259,11,9,4,6,3,20,39,0,0,0
23242,4,286166,11,9,4,12,1,48,39,0,0,0
23243,4,122272,11,9,4,3,3,40,39,0,0,0
23244,4,248739,11,9,2,5,0,53,39,1,0,0
23245,4,224238,2,8,4,3,3,40,39,0,0,0
23246,4,138157,11,9,2,4,0,12,39,0,0,0
23247,4,148460,11,9,4,1,3,40,33,0,4416,2
23248,4,236627,9,13,2,10,0,2,39,0,0,0
23249,2,191364,7,12,2,4,0,40,10,1,0,0
23250,4,353524,11,9,0,4,3,40,39,0,1831,0
23251,4,391040,8,11,5,13,4,20,39,0,0,0
23252,4,134997,11,9,0,8,4,80,39,0,0,0
23253,4,392487,11,9,2,12,5,40,39,0,0,0
23254,4,216724,11,9,0,4,3,40,39,0,0,0
23255,6,174395,10,16,2,10,0,55,39,1,15024,5
23256,4,383058,9,13,2,12,0,40,39,1,-1848,0
23257,6,96073,11,9,2,3,0,30,39,0,0,0
23258,5,103435,11,9,2,4,0,50,39,0,0,0
23259,6,96718,11,9,2,3,0,37,39,0,0,0
23260,4,178948,9,13,2,4,5,45,39,1,7688,3
23261,4,173987,6,5,2,12,0,40,39,0,0,0
23262,4,34419,15,10,2,4,0,40,39,1,7298,3
23263,4,224849,11,9,2,3,0,40,39,0,0,0
23264,4,249857,15,10,4,8,3,20,39,0,0,0
23265,4,340458,11,9,0,7,4,40,39,0,0,0
23266,6,427422,10,16,2,12,0,25,39,1,-2377,-1
23267,0,440417,15,10,4,0,3,15,39,0,0,0
23268,4,175643,11,9,2,3,0,35,39,0,0,0
23269,4,297485,9,13,0,4,4,40,39,0,0,0
23270,4,232954,11,9,2,12,0,45,39,0,0,0
23271,4,326330,15,10,0,4,3,40,39,0,1831,0
23272,4,109419,11,9,4,1,3,40,39,0,0,0
23273,4,127768,15,10,4,8,3,32,39,1,0,0
23274,4,252986,15,10,2,3,0,48,39,1,0,0
23275,4,380544,7,12,4,14,3,20,39,0,0,0
23276,4,306108,11,9,2,7,0,40,39,0,0,0
23277,4,232855,15,10,5,8,4,37,39,0,0,0
23278,4,130126,14,15,0,10,1,45,39,1,0,0
23279,4,194231,12,14,0,12,1,40,39,1,0,0
23280,5,197038,9,13,2,4,0,50,39,1,0,0
23281,0,168223,9,13,4,0,3,40,39,0,0,0
23282,7,26109,14,15,2,8,0,28,39,0,0,0
23283,4,285671,11,9,4,8,2,25,39,0,0,0
23284,4,153583,15,10,4,1,3,40,0,0,0,0
23285,5,103948,11,9,2,12,0,60,39,1,0,0
23286,4,439919,4,3,2,5,0,40,26,0,3411,1
23287,4,40319,15,10,0,4,1,42,39,0,0,0
23288,2,159028,11,9,2,14,0,40,39,0,0,0
23289,4,98675,6,5,4,8,4,20,39,0,0,0
23290,4,90758,9,13,2,4,0,55,39,1,0,0
23291,6,75435,11,9,0,3,4,30,39,0,0,0
23292,4,219189,2,8,4,8,3,25,39,0,0,0
23293,4,203463,11,9,0,8,3,40,39,0,0,0
23294,4,187635,11,9,4,4,1,40,39,0,0,0
23295,6,154641,11,9,0,5,1,50,39,1,8614,3
23296,4,27153,11,9,2,14,0,40,39,0,0,0
23297,4,150324,7,12,4,7,4,40,39,0,0,0
23298,4,83704,2,8,2,3,0,40,39,0,0,0
23299,4,176262,8,11,4,1,2,36,39,0,0,0
23300,4,179423,15,10,4,6,3,8,39,0,0,0
23301,4,168038,9,13,0,12,1,60,39,1,0,0
23302,4,108765,11,9,2,14,0,50,39,0,0,0
23303,4,146477,12,14,2,4,0,40,12,1,15024,7
23304,2,188220,11,9,6,1,4,35,39,1,0,0
23305,4,292855,8,11,2,10,5,35,39,1,-1887,-1
23306,4,114870,15,10,0,3,3,40,39,0,0,0
23307,7,77723,9,13,0,4,1,40,39,0,0,0
23308,4,284166,9,13,2,10,0,50,39,1,-1902,0
23309,4,133902,11,9,6,4,4,45,39,0,0,0
23310,4,191318,12,14,2,10,0,40,39,1,0,0
23311,5,67794,11,9,3,12,1,60,39,0,0,0
23312,5,357679,9,13,2,5,0,65,39,1,15024,4
23313,4,117872,8,11,2,3,0,40,39,1,0,0
23314,4,55929,12,14,4,4,1,48,39,0,0,0
23315,0,165065,15,10,4,0,3,40,22,0,0,0
23316,6,34307,8,11,4,5,3,65,39,0,0,0
23317,4,246038,9,13,2,10,0,40,39,1,0,0
23318,6,147258,8,11,2,5,0,60,39,1,0,0
23319,4,329144,15,10,2,12,0,40,39,1,0,0
23320,2,52953,10,16,0,10,1,38,39,0,-1669,0
23321,4,216181,15,10,4,12,3,36,20,0,0,0
23322,4,391171,15,10,4,8,1,25,39,0,0,0
23323,2,223242,9,13,0,10,1,40,39,0,0,0
23324,4,103925,9,13,2,10,5,32,39,1,7688,4
23325,4,38240,11,9,0,3,1,40,39,0,0,0
23326,4,148444,15,10,4,12,3,25,39,0,0,0
23327,7,110257,11,9,2,1,0,40,39,0,0,0
23328,1,101345,11,9,4,6,3,40,39,0,0,0
23329,4,268098,2,8,4,14,1,36,39,0,0,0
23330,0,369084,15,10,4,0,2,10,39,0,0,0
23331,4,288825,11,9,2,6,0,40,39,0,5013,2
23332,4,162688,11,9,4,6,3,38,39,0,0,0
23333,0,48751,1,7,4,0,3,40,39,0,0,0
23334,1,184099,11,9,2,1,0,40,39,1,0,0
23335,4,307496,15,10,4,8,3,23,39,0,0,0
23336,0,176986,11,9,6,0,4,24,39,0,0,0
23337,4,267955,15,10,4,12,1,40,39,0,0,0
23338,4,283969,11,9,4,3,3,40,26,0,0,0
23339,7,204516,12,14,2,10,0,15,39,0,0,0
23340,4,167771,15,10,5,8,1,30,39,0,0,0
23341,4,345073,11,9,0,4,1,48,39,1,0,0
23342,0,380219,15,10,4,0,3,40,39,0,0,0
23343,5,306156,15,10,2,12,0,60,39,1,15024,4
23344,6,37203,12,14,2,10,0,30,39,1,9386,6
23345,4,185097,11,9,4,6,1,37,39,0,0,0
23346,4,144808,15,10,2,4,3,40,39,0,0,0
23347,4,187203,7,12,4,12,4,50,39,0,0,0
23348,4,125089,15,10,4,4,1,40,39,0,0,0
23349,4,289458,9,13,4,4,1,40,39,0,0,0
23350,4,144798,15,10,4,1,1,40,39,0,0,0
23351,0,172152,9,13,4,0,1,25,36,0,0,0
23352,4,207513,11,9,4,12,3,48,39,0,0,0
23353,0,164574,15,10,4,0,3,40,39,0,0,0
23354,4,199949,9,13,2,1,0,50,39,1,20051,7
23355,4,213024,2,8,4,6,3,40,39,0,0,0
23356,4,213140,0,6,2,3,0,40,39,0,2829,1
23357,6,83374,15,10,4,10,1,30,39,1,0,0
23358,4,192939,9,13,2,3,0,40,39,1,0,0
23359,4,424494,9,13,2,10,0,30,39,0,0,0
23360,4,215243,9,13,4,1,1,42,39,0,0,0
23361,4,30682,11,9,2,7,0,45,39,1,0,0
23362,4,306639,15,10,4,6,3,20,39,0,0,0
23363,2,218678,1,7,2,6,0,40,39,0,0,0
23364,4,219130,15,10,4,8,1,40,39,0,0,0
23365,4,180624,7,12,4,10,2,30,39,0,0,0
23366,2,200190,12,14,2,10,0,55,39,1,-1977,0
23367,4,194472,15,10,2,1,3,40,39,0,0,0
23368,2,205767,12,14,2,10,0,40,39,1,0,0
23369,4,249870,14,15,4,10,1,50,39,0,0,0
23370,4,211242,7,12,2,4,0,55,39,1,0,0
23371,4,149912,9,13,4,10,1,10,39,0,0,0
23372,4,85389,11,9,4,13,3,40,39,0,0,0
23373,0,806316,1,7,4,0,3,20,39,0,0,0
23374,4,329980,9,13,4,4,1,55,39,0,0,0
23375,0,236612,1,7,0,0,3,40,39,0,0,0
23376,2,249214,15,10,4,1,4,40,39,0,0,0
23377,4,257126,11,9,2,3,0,40,39,1,0,0
23378,2,204397,11,9,2,4,0,60,39,0,0,0
23379,4,291979,11,9,4,5,1,40,39,0,0,0
23380,4,138667,11,9,2,1,0,50,39,1,0,0
23381,1,42298,12,14,2,4,0,40,39,1,15024,7
23382,4,375452,14,15,2,4,5,48,39,1,15024,6
23383,4,94413,15,10,0,14,1,30,39,0,0,0
23384,1,166626,11,9,2,1,0,40,39,1,0,0
23385,7,326566,15,10,4,14,3,40,39,0,0,0
23386,4,165503,9,13,4,12,3,65,39,0,0,0
23387,4,102597,15,10,5,1,4,44,39,0,0,0
23388,0,113234,12,14,2,0,5,40,39,0,0,0
23389,4,177277,11,9,2,7,0,45,39,1,0,0
23390,4,198103,11,9,4,14,3,40,39,0,-1980,0
23391,4,260490,12,14,2,4,0,50,39,1,0,0
23392,4,237478,1,7,0,7,4,40,39,0,0,0
23393,1,36885,15,10,4,1,1,50,39,0,0,0
23394,4,166242,0,6,4,8,3,15,39,0,0,0
23395,0,158603,0,6,4,0,3,25,39,0,0,0
23396,4,274228,11,9,2,13,0,84,39,0,0,0
23397,4,185145,15,10,2,14,0,57,39,0,0,0
23398,4,28367,9,13,2,9,2,99,39,0,0,0
23399,6,28612,11,9,6,12,1,70,39,0,0,0
23400,4,191429,5,4,2,8,0,25,39,0,0,0
23401,4,459548,11,9,4,6,1,20,26,0,0,0
23402,4,65481,11,9,2,7,5,40,39,1,0,0
23403,4,186130,14,15,2,4,0,55,39,1,0,0
23404,5,350759,11,9,2,4,0,40,39,1,0,0
23405,4,359678,11,9,4,7,1,48,39,0,0,0
23406,4,220595,11,9,2,3,0,40,39,0,0,0
23407,4,29599,11,9,4,5,1,40,39,0,0,0
23408,7,299153,15,10,4,1,3,15,39,0,0,0
23409,4,75256,11,9,2,9,5,40,39,0,0,0
23410,4,143583,0,6,2,6,0,40,39,0,0,0
23411,7,207505,10,16,2,10,0,70,39,1,-1977,0
23412,4,308550,11,9,0,3,4,60,39,0,0,0
23413,4,145717,11,9,6,1,4,35,39,0,0,0
23414,4,334366,1,7,5,4,1,32,39,0,0,0
23415,0,76198,11,9,5,0,3,20,39,0,0,0
23416,6,155489,5,4,2,4,0,65,39,1,0,0
23417,4,197322,1,7,2,4,0,50,39,1,0,0
23418,4,194259,5,4,2,4,5,50,39,0,0,0
23419,4,346189,10,16,2,10,0,40,39,1,0,0
23420,4,98361,9,13,2,4,0,55,39,1,15024,5
23421,0,178556,0,6,2,0,0,56,39,1,0,0
23422,5,162943,14,15,2,10,0,40,39,1,0,0
23423,4,19302,15,10,2,10,0,40,39,1,7688,3
23424,7,67662,12,14,0,10,1,39,39,0,0,0
23425,4,126675,11,9,2,4,0,48,39,0,0,0
23426,6,278228,0,6,2,12,0,35,39,0,0,0
23427,4,169152,11,9,4,13,4,40,39,0,0,0
23428,4,204052,11,9,4,3,1,40,39,0,0,0
23429,4,215392,8,11,2,10,5,40,39,1,0,0
23430,5,83348,11,9,2,3,0,60,39,0,0,0
23431,2,196816,15,10,4,11,1,50,39,0,0,0
23432,4,541343,0,6,2,8,0,40,39,0,0,0
23433,2,55921,8,11,4,11,1,70,39,0,0,0
23434,4,251701,7,12,4,10,1,40,0,0,0,0
23435,1,119848,9,13,4,10,1,40,39,0,0,0
23436,4,160572,11,9,2,7,0,47,39,0,3137,1
23437,4,25837,1,7,4,10,3,15,39,0,0,0
23438,4,236592,1,7,4,12,3,25,39,0,0,0
23439,7,199326,12,14,2,10,0,45,39,1,0,0
23440,4,341610,15,10,4,12,1,35,0,0,0,0
23441,4,175958,14,15,2,4,0,40,39,1,0,0
23442,4,198965,11,9,2,7,0,40,39,0,0,0
23443,2,193537,5,4,3,8,1,35,33,0,0,0
23444,4,438839,9,13,4,12,1,40,39,0,0,0
23445,4,298227,11,9,4,6,4,35,39,0,0,0
23446,4,271466,11,9,2,4,0,45,39,1,0,0
23447,4,335570,15,10,4,6,3,35,39,0,0,0
23448,4,206891,5,4,4,5,3,38,39,0,0,0
23449,4,162551,9,13,4,1,1,20,39,0,0,0
23450,4,145637,15,10,0,1,4,48,39,0,0,0
23451,4,101290,11,9,0,12,4,40,39,0,0,0
23452,1,229376,11,9,2,1,0,40,39,1,0,0
23453,4,439592,15,10,4,8,3,40,39,0,0,0
23454,4,161141,11,9,4,6,1,40,39,0,0,0
23455,4,304570,9,13,6,7,2,32,30,0,0,0
23456,4,103277,11,9,4,1,1,40,39,0,2597,1
23457,2,407672,9,13,4,10,1,40,39,0,0,0
23458,4,73928,8,11,4,1,3,20,39,0,0,0
23459,5,240150,0,6,2,5,0,50,39,1,20051,7
23460,4,230417,10,16,2,10,0,40,3,1,0,0
23461,4,260093,11,9,4,1,4,40,39,0,0,0
23462,4,96020,9,13,4,4,1,40,39,0,0,0
23463,4,104421,15,10,0,1,1,40,39,0,0,0
23464,4,152307,11,9,2,4,0,45,39,1,-2377,-1
23465,7,93415,11,9,6,1,4,40,39,0,0,0
23466,2,282664,9,13,4,10,1,45,0,0,0,0
23467,6,269733,12,14,2,12,0,80,39,1,99999,24
23468,4,202871,11,9,4,12,3,44,39,0,0,0
23469,4,169683,8,11,2,10,0,40,39,0,0,0
23470,4,271603,5,4,4,8,1,24,0,0,0,0
23471,4,340917,9,13,4,10,1,50,39,1,0,0
23472,4,329874,15,10,4,1,1,40,39,0,0,0
23473,4,43770,15,10,5,8,1,72,39,0,4650,1
